t,q,ask_fee,bid_fee,spread,skew,value
0,-10000,0.035,0.015,0.05,0.020000000000000004,-15120.66682408237
0,-9900,0.035,0.015,0.05,0.020000000000000004,-15122.281710043444
0,-9800,0.035,0.015,0.05,0.020000000000000004,-15123.882395678847
0,-9700,0.035,0.015,0.05,0.020000000000000004,-15125.468153258125
0,-9600,0.035,0.015,0.05,0.020000000000000004,-15127.038078016662
0,-9500,0.035,0.015,0.05,0.020000000000000004,-15128.591145751205
0,-9400,0.035,0.015,0.05,0.020000000000000004,-15130.126282052384
0,-9300,0.035,0.015,0.05,0.020000000000000004,-15131.642433147403
0,-9200,0.035,0.015,0.05,0.020000000000000004,-15133.138628876362
0,-9100,0.035,0.02,0.05500000000000001,0.015000000000000003,-15134.661671068057
0,-9000,0.035,0.02,0.05500000000000001,0.015000000000000003,-15136.169059204898
0,-8900,0.035,0.02,0.05500000000000001,0.015000000000000003,-15137.655840387153
0,-8800,0.03,0.02,0.05,0.009999999999999998,-15139.143186634019
0,-8700,0.03,0.02,0.05,0.009999999999999998,-15140.639257310471
0,-8600,0.03,0.02,0.05,0.009999999999999998,-15142.114518770966
0,-8500,0.03,0.02,0.05,0.009999999999999998,-15143.568307828462
0,-8400,0.03,0.02,0.05,0.009999999999999998,-15145.00012929081
0,-8300,0.03,0.02,0.05,0.009999999999999998,-15146.409649551873
0,-8200,0.03,0.02,0.05,0.009999999999999998,-15147.796679685922
0,-8100,0.03,0.02,0.05,0.009999999999999998,-15149.161152811643
0,-8000,0.03,0.02,0.05,0.009999999999999998,-15150.503099865191
0,-7900,0.03,0.02,0.05,0.009999999999999998,-15151.822626785139
0,-7800,0.03,0.02,0.05,0.009999999999999998,-15153.119894865145
0,-7700,0.03,0.02,0.05,0.009999999999999998,-15154.395104956631
0,-7600,0.03,0.02,0.05,0.009999999999999998,-15155.64848544524
0,-7500,0.03,0.02,0.05,0.009999999999999998,-15156.880283495706
0,-7400,0.03,0.02,0.05,0.009999999999999998,-15158.090758896207
0,-7300,0.03,0.02,0.05,0.009999999999999998,-15159.280179843965
0,-7200,0.03,0.02,0.05,0.009999999999999998,-15160.448820112993
0,-7100,0.03,0.02,0.05,0.009999999999999998,-15161.596957172807
0,-7000,0.03,0.02,0.05,0.009999999999999998,-15162.724870945318
0,-6900,0.03,0.02,0.05,0.009999999999999998,-15163.832842984544
0,-6800,0.03,0.02,0.05,0.009999999999999998,-15164.921155934364
0,-6700,0.03,0.02,0.05,0.009999999999999998,-15165.99009316918
0,-6600,0.03,0.02,0.05,0.009999999999999998,-15167.039938555155
0,-6500,0.03,0.02,0.05,0.009999999999999998,-15168.070976291436
0,-6400,0.03,0.02,0.05,0.009999999999999998,-15169.083490804383
0,-6300,0.03,0.02,0.05,0.009999999999999998,-15170.077766677143
0,-6200,0.03,0.02,0.05,0.009999999999999998,-15171.054088602461
0,-6100,0.03,0.02,0.05,0.009999999999999998,-15172.012741350462
0,-6000,0.03,0.02,0.05,0.009999999999999998,-15172.954009746001
0,-5900,0.03,0.02,0.05,0.009999999999999998,-15173.878178651692
0,-5800,0.03,0.02,0.05,0.009999999999999998,-15174.785532954407
0,-5700,0.03,0.02,0.05,0.009999999999999998,-15175.676357554636
0,-5600,0.03,0.02,0.05,0.009999999999999998,-15176.550937359178
0,-5500,0.03,0.02,0.05,0.009999999999999998,-15177.409557279427
0,-5400,0.03,0.02,0.05,0.009999999999999998,-15178.252502238045
0,-5300,0.03,0.02,0.05,0.009999999999999998,-15179.080057187033
0,-5200,0.03,0.02,0.05,0.009999999999999998,-15179.892507138009
0,-5100,0.03,0.02,0.05,0.009999999999999998,-15180.690137201555
0,-5000,0.03,0.02,0.05,0.009999999999999998,-15181.47323262508
0,-4900,0.03,0.02,0.05,0.009999999999999998,-15182.24207880977
0,-4800,0.03,0.02,0.05,0.009999999999999998,-15182.996961278755
0,-4700,0.03,0.02,0.05,0.009999999999999998,-15183.738165565002
0,-4600,0.03,0.02,0.05,0.009999999999999998,-15184.465976995227
0,-4500,0.03,0.02,0.05,0.009999999999999998,-15185.18068037269
0,-4400,0.03,0.02,0.05,0.009999999999999998,-15185.882559610916
0,-4300,0.03,0.02,0.05,0.009999999999999998,-15186.57189744191
0,-4200,0.03,0.02,0.05,0.009999999999999998,-15187.24897540121
0,-4100,0.03,0.02,0.05,0.009999999999999998,-15187.914074350854
0,-4000,0.03,0.02,0.05,0.009999999999999998,-15188.567475793709
0,-3900,0.03,0.02,0.05,0.009999999999999998,-15189.20946410726
0,-3800,0.03,0.02,0.05,0.009999999999999998,-15189.84032953831
0,-3700,0.03,0.02,0.05,0.009999999999999998,-15190.460371342571
0,-3600,0.03,0.02,0.05,0.009999999999999998,-15191.069899876064
0,-3500,0.03,0.02,0.05,0.009999999999999998,-15191.669235874695
0,-3400,0.03,0.02,0.05,0.009999999999999998,-15192.2587047856
0,-3300,0.03,0.02,0.05,0.009999999999999998,-15192.838624055747
0,-3200,0.03,0.02,0.05,0.009999999999999998,-15193.409281906304
0,-3100,0.03,0.02,0.05,0.009999999999999998,-15193.97090736677
0,-3000,0.03,0.02,0.05,0.009999999999999998,-15194.523633064318
0,-2900,0.03,0.02,0.05,0.009999999999999998,-15195.067454124463
0,-2800,0.03,0.02,0.05,0.009999999999999998,-15195.602188081193
0,-2700,0.03,0.02,0.05,0.009999999999999998,-15196.127441462388
0,-2600,0.03,0.02,0.05,0.009999999999999998,-15196.642588402292
0,-2500,0.03,0.02,0.05,0.009999999999999998,-15197.146765196323
0,-2400,0.03,0.025,0.055,0.0049999999999999975,-15197.649642986033
0,-2300,0.03,0.025,0.055,0.0049999999999999975,-15198.160772194879
0,-2200,0.03,0.025,0.055,0.0049999999999999975,-15198.660678022847
0,-2100,0.03,0.025,0.055,0.0049999999999999975,-15199.148113236872
0,-2000,0.025,0.025,0.05,0.0,-15199.647765708913
0,-1900,0.025,0.025,0.05,0.0,-15200.140029777202
0,-1800,0.025,0.025,0.05,0.0,-15200.61890866018
0,-1700,0.025,0.025,0.05,0.0,-15201.082956518647
0,-1600,0.025,0.025,0.05,0.0,-15201.530626002326
0,-1500,0.025,0.025,0.05,0.0,-15201.960318768639
0,-1400,0.025,0.025,0.05,0.0,-15202.370432312095
0,-1300,0.025,0.025,0.05,0.0,-15202.759399642628
0,-1200,0.025,0.025,0.05,0.0,-15203.125720106505
0,-1100,0.025,0.025,0.05,0.0,-15203.467981270187
0,-1000,0.025,0.025,0.05,0.0,-15203.784872983497
0,-900,0.025,0.025,0.05,0.0,-15204.075195379302
0,-800,0.025,0.025,0.05,0.0,-15204.33786269603
0,-700,0.025,0.025,0.05,0.0,-15204.571904575887
0,-600,0.025,0.025,0.05,0.0,-15204.7764660782
0,-500,0.025,0.025,0.05,0.0,-15204.950807207533
0,-400,0.025,0.025,0.05,0.0,-15205.0943023902
0,-300,0.025,0.025,0.05,0.0,-15205.206440077876
0,-200,0.025,0.025,0.05,0.0,-15205.286822510054
0,-100,0.025,0.025,0.05,0.0,-15205.335165601455
0,0,0.025,0.025,0.05,0.0,-15205.351298904045
0,100,0.025,0.025,0.05,0.0,-15205.335165601457
0,200,0.025,0.025,0.05,0.0,-15205.286822510052
0,300,0.025,0.025,0.05,0.0,-15205.206440077876
0,400,0.025,0.025,0.05,0.0,-15205.09430239021
0,500,0.025,0.025,0.05,0.0,-15204.950807207537
0,600,0.025,0.025,0.05,0.0,-15204.7764660782
0,700,0.025,0.025,0.05,0.0,-15204.571904575896
0,800,0.025,0.025,0.05,0.0,-15204.337862696044
0,900,0.025,0.025,0.05,0.0,-15204.075195379315
0,1000,0.025,0.025,0.05,0.0,-15203.784872983506
0,1100,0.025,0.025,0.05,0.0,-15203.467981270198
0,1200,0.025,0.025,0.05,0.0,-15203.125720106522
0,1300,0.025,0.025,0.05,0.0,-15202.75939964264
0,1400,0.025,0.025,0.05,0.0,-15202.370432312115
0,1500,0.025,0.025,0.05,0.0,-15201.960318768657
0,1600,0.025,0.025,0.05,0.0,-15201.530626002334
0,1700,0.025,0.025,0.05,0.0,-15201.082956518669
0,1800,0.025,0.025,0.05,0.0,-15200.618908660197
0,1900,0.025,0.025,0.05,0.0,-15200.14002977722
0,2000,0.025,0.025,0.05,0.0,-15199.647765708933
0,2100,0.025,0.03,0.055,-0.0049999999999999975,-15199.148113236895
0,2200,0.025,0.03,0.055,-0.0049999999999999975,-15198.660678022867
0,2300,0.025,0.03,0.055,-0.0049999999999999975,-15198.160772194908
0,2400,0.025,0.03,0.055,-0.0049999999999999975,-15197.649642986064
0,2500,0.02,0.03,0.05,-0.009999999999999998,-15197.146765196343
0,2600,0.02,0.03,0.05,-0.009999999999999998,-15196.642588402312
0,2700,0.02,0.03,0.05,-0.009999999999999998,-15196.127441462406
0,2800,0.02,0.03,0.05,-0.009999999999999998,-15195.602188081224
0,2900,0.02,0.03,0.05,-0.009999999999999998,-15195.067454124486
0,3000,0.02,0.03,0.05,-0.009999999999999998,-15194.523633064347
0,3100,0.02,0.03,0.05,-0.009999999999999998,-15193.970907366796
0,3200,0.02,0.03,0.05,-0.009999999999999998,-15193.409281906335
0,3300,0.02,0.03,0.05,-0.009999999999999998,-15192.838624055783
0,3400,0.02,0.03,0.05,-0.009999999999999998,-15192.258704785629
0,3500,0.02,0.03,0.05,-0.009999999999999998,-15191.669235874728
0,3600,0.02,0.03,0.05,-0.009999999999999998,-15191.069899876105
0,3700,0.02,0.03,0.05,-0.009999999999999998,-15190.460371342606
0,3800,0.02,0.03,0.05,-0.009999999999999998,-15189.840329538347
0,3900,0.02,0.03,0.05,-0.009999999999999998,-15189.209464107302
0,4000,0.02,0.03,0.05,-0.009999999999999998,-15188.567475793761
0,4100,0.02,0.03,0.05,-0.009999999999999998,-15187.9140743509
0,4200,0.02,0.03,0.05,-0.009999999999999998,-15187.248975401246
0,4300,0.02,0.03,0.05,-0.009999999999999998,-15186.571897441952
0,4400,0.02,0.03,0.05,-0.009999999999999998,-15185.882559610962
0,4500,0.02,0.03,0.05,-0.009999999999999998,-15185.18068037273
0,4600,0.02,0.03,0.05,-0.009999999999999998,-15184.46597699527
0,4700,0.02,0.03,0.05,-0.009999999999999998,-15183.738165565048
0,4800,0.02,0.03,0.05,-0.009999999999999998,-15182.996961278808
0,4900,0.02,0.03,0.05,-0.009999999999999998,-15182.242078809819
0,5000,0.02,0.03,0.05,-0.009999999999999998,-15181.473232625132
0,5100,0.02,0.03,0.05,-0.009999999999999998,-15180.690137201605
0,5200,0.02,0.03,0.05,-0.009999999999999998,-15179.892507138062
0,5300,0.02,0.03,0.05,-0.009999999999999998,-15179.080057187086
0,5400,0.02,0.03,0.05,-0.009999999999999998,-15178.252502238101
0,5500,0.02,0.03,0.05,-0.009999999999999998,-15177.40955727948
0,5600,0.02,0.03,0.05,-0.009999999999999998,-15176.550937359238
0,5700,0.02,0.03,0.05,-0.009999999999999998,-15175.676357554696
0,5800,0.02,0.03,0.05,-0.009999999999999998,-15174.785532954465
0,5900,0.02,0.03,0.05,-0.009999999999999998,-15173.878178651748
0,6000,0.02,0.03,0.05,-0.009999999999999998,-15172.954009746065
0,6100,0.02,0.03,0.05,-0.009999999999999998,-15172.012741350529
0,6200,0.02,0.03,0.05,-0.009999999999999998,-15171.054088602523
0,6300,0.02,0.03,0.05,-0.009999999999999998,-15170.077766677212
0,6400,0.02,0.03,0.05,-0.009999999999999998,-15169.08349080444
0,6500,0.02,0.03,0.05,-0.009999999999999998,-15168.070976291501
0,6600,0.02,0.03,0.05,-0.009999999999999998,-15167.039938555221
0,6700,0.02,0.03,0.05,-0.009999999999999998,-15165.990093169248
0,6800,0.02,0.03,0.05,-0.009999999999999998,-15164.921155934437
0,6900,0.02,0.03,0.05,-0.009999999999999998,-15163.832842984608
0,7000,0.02,0.03,0.05,-0.009999999999999998,-15162.72487094539
0,7100,0.02,0.03,0.05,-0.009999999999999998,-15161.596957172882
0,7200,0.02,0.03,0.05,-0.009999999999999998,-15160.448820113063
0,7300,0.02,0.03,0.05,-0.009999999999999998,-15159.280179844029
0,7400,0.02,0.03,0.05,-0.009999999999999998,-15158.090758896285
0,7500,0.02,0.03,0.05,-0.009999999999999998,-15156.880283495773
0,7600,0.02,0.03,0.05,-0.009999999999999998,-15155.648485445312
0,7700,0.02,0.03,0.05,-0.009999999999999998,-15154.3951049567
0,7800,0.02,0.03,0.05,-0.009999999999999998,-15153.119894865215
0,7900,0.02,0.03,0.05,-0.009999999999999998,-15151.822626785204
0,8000,0.02,0.03,0.05,-0.009999999999999998,-15150.50309986526
0,8100,0.02,0.03,0.05,-0.009999999999999998,-15149.161152811717
0,8200,0.02,0.03,0.05,-0.009999999999999998,-15147.796679685995
0,8300,0.02,0.03,0.05,-0.009999999999999998,-15146.409649551955
0,8400,0.02,0.03,0.05,-0.009999999999999998,-15145.000129290893
0,8500,0.02,0.03,0.05,-0.009999999999999998,-15143.56830782854
0,8600,0.02,0.03,0.05,-0.009999999999999998,-15142.11451877104
0,8700,0.02,0.03,0.05,-0.009999999999999998,-15140.63925731055
0,8800,0.02,0.03,0.05,-0.009999999999999998,-15139.143186634103
0,8900,0.02,0.035,0.05500000000000001,-0.015000000000000003,-15137.655840387222
0,9000,0.02,0.035,0.05500000000000001,-0.015000000000000003,-15136.16905920498
0,9100,0.02,0.035,0.05500000000000001,-0.015000000000000003,-15134.661671068128
0,9200,0.015,0.035,0.05,-0.020000000000000004,-15133.138628876435
0,9300,0.015,0.035,0.05,-0.020000000000000004,-15131.642433147483
0,9400,0.015,0.035,0.05,-0.020000000000000004,-15130.126282052466
0,9500,0.015,0.035,0.05,-0.020000000000000004,-15128.591145751278
0,9600,0.015,0.035,0.05,-0.020000000000000004,-15127.038078016736
0,9700,0.015,0.035,0.05,-0.020000000000000004,-15125.468153258209
0,9800,0.015,0.035,0.05,-0.020000000000000004,-15123.882395678933
0,9900,0.015,0.035,0.05,-0.020000000000000004,-15122.281710043522
0,10000,0.015,0.035,0.05,-0.020000000000000004,-15120.666824082447
0,10100,0.015,0.035,0.05,-0.020000000000000004,-15119.03825100413
0,10200,0.015,0.035,0.05,-0.020000000000000004,-15117.396277171412
0,10300,0.015,0.035,0.05,-0.020000000000000004,-15115.740975485152
0,10400,0.015,0.035,0.05,-0.020000000000000004,-15114.07224047553
0,10500,0.015,0.035,0.05,-0.020000000000000004,-15112.389837600182
0,10600,0.015,0.035,0.05,-0.020000000000000004,-15110.693457547595
0,10700,0.015,0.035,0.05,-0.020000000000000004,-15108.982766687655
0,10800,0.015,0.035,0.05,-0.020000000000000004,-15107.257446893533
0,10900,0.015,0.035,0.05,-0.020000000000000004,-15105.517221069696
0,11000,0.015,0.035,0.05,-0.020000000000000004,-15103.761863993695
0,11100,0.015,0.035,0.05,-0.020000000000000004,-15101.991200757771
0,11200,0.015,0.035,0.05,-0.020000000000000004,-15100.205096717811
0,11300,0.015,0.035,0.05,-0.020000000000000004,-15098.403443315592
0,11400,0.015,0.035,0.05,-0.020000000000000004,-15096.58614362821
0,11500,0.015,0.035,0.05,-0.020000000000000004,-15094.753100385873
0,11600,0.015,0.035,0.05,-0.020000000000000004,-15092.90420788719
0,11700,0.015,0.035,0.05,-0.020000000000000004,-15091.039348057395
0,11800,0.015,0.035,0.05,-0.020000000000000004,-15089.158390039798
0,11900,0.015,0.035,0.05,-0.020000000000000004,-15087.261192248397
0,12000,0.015,0.035,0.05,-0.020000000000000004,-15085.347605702244
0,12100,0.015,0.035,0.05,-0.020000000000000004,-15083.417477612898
0,12200,0.015,0.035,0.05,-0.020000000000000004,-15081.470654488438
0,12300,0.015,0.035,0.05,-0.020000000000000004,-15079.506984349533
0,12400,0.015,0.035,0.05,-0.020000000000000004,-15077.526317947712
0,12500,0.015,0.035,0.05,-0.020000000000000004,-15075.528509093376
0,12600,0.015,0.035,0.05,-0.020000000000000004,-15073.513414326422
0,12700,0.015,0.035,0.05,-0.020000000000000004,-15071.480892204028
0,12800,0.015,0.035,0.05,-0.020000000000000004,-15069.430802459054
0,12900,0.015,0.035,0.05,-0.020000000000000004,-15067.363005222498
0,13000,0.015,0.035,0.05,-0.020000000000000004,-15065.277360428792
0,13100,0.015,0.035,0.05,-0.020000000000000004,-15063.173727450925
0,13200,0.015,0.035,0.05,-0.020000000000000004,-15061.051964956081
0,13300,0.015,0.035,0.05,-0.020000000000000004,-15058.911930935745
0,13400,0.015,0.035,0.05,-0.020000000000000004,-15056.753482848095
0,13500,0.015,0.035,0.05,-0.020000000000000004,-15054.576477810744
0,13600,0.015,0.035,0.05,-0.020000000000000004,-15052.380772793207
0,13700,0.015,0.035,0.05,-0.020000000000000004,-15050.166224775674
0,13800,0.015,0.035,0.05,-0.020000000000000004,-15047.932690858926
0,13900,0.015,0.035,0.05,-0.020000000000000004,-15045.680028327408
0,14000,0.015,0.035,0.05,-0.020000000000000004,-15043.408094682092
0,14100,0.015,0.035,0.05,-0.020000000000000004,-15041.116747675313
0,14200,0.015,0.035,0.05,-0.020000000000000004,-15038.805845399316
0,14300,0.015,0.035,0.05,-0.020000000000000004,-15036.475246513155
0,14400,0.015,0.035,0.05,-0.020000000000000004,-15034.124810747775
0,14500,0.015,0.035,0.05,-0.020000000000000004,-15031.754399917463
0,14600,0.015,0.035,0.05,-0.020000000000000004,-15029.36387979474
0,14700,0.015,0.035,0.05,-0.020000000000000004,-15026.95312336818
0,14800,0.015,0.035,0.05,-0.020000000000000004,-15024.522016170922
0,14900,0.015,0.035,0.05,-0.020000000000000004,-15022.070464477705
0,15000,0.015,0.035,0.05,-0.020000000000000004,-15019.598407121615
0,15100,0.015,0.035,0.05,-0.020000000000000004,-15017.105831359388
0,15200,0.015,0.04,0.055,-0.025,-15014.612711244903
0,15300,0.015,0.04,0.055,-0.025,-15012.130359735518
0,15400,0.015,0.04,0.055,-0.025,-15009.62739956435
0,15500,0.015,0.04,0.055,-0.025,-15007.10389685903
0,15600,0.01,0.04,0.05,-0.03,-15004.605751405412
0,15700,0.01,0.04,0.05,-0.03,-15002.092626561505
0,15800,0.01,0.04,0.05,-0.03,-14999.559166674817
0,15900,0.01,0.04,0.05,-0.03,-14997.005635023568
0,16000,0.01,0.04,0.05,-0.03,-14994.43242856456
0,16100,0.01,0.04,0.05,-0.03,-14991.84008546934
0,16200,0.01,0.04,0.05,-0.03,-14989.229277507418
0,16300,0.01,0.04,0.05,-0.03,-14986.60078403504
0,16400,0.01,0.04,0.05,-0.03,-14983.955447303928
0,16500,0.01,0.04,0.05,-0.03,-14981.294112524143
0,16600,0.01,0.04,0.05,-0.03,-14978.617559752023
0,16700,0.01,0.04,0.05,-0.03,-14975.926437267648
0,16800,0.01,0.04,0.05,-0.03,-14973.221206861283
0,16900,0.01,0.04,0.05,-0.03,-14970.502110004054
0,17000,0.01,0.04,0.05,-0.03,-14967.769160444466
0,17100,0.01,0.04,0.05,-0.03,-14965.0221641032
0,17200,0.01,0.04,0.05,-0.03,-14962.26076232126
0,17300,0.01,0.04,0.05,-0.03,-14959.484490658124
0,17400,0.01,0.04,0.05,-0.03,-14956.692843349972
0,17500,0.01,0.04,0.05,-0.03,-14953.885333535909
0,17600,0.01,0.04,0.05,-0.03,-14951.061541215722
0,17700,0.01,0.04,0.05,-0.03,-14948.221143981647
0,17800,0.01,0.04,0.05,-0.03,-14945.363929051335
0,17900,0.01,0.04,0.05,-0.03,-14942.48978826275
0,18000,0.01,0.04,0.05,-0.03,-14939.598699949267
0,18100,0.01,0.04,0.05,-0.03,-14936.69070277084
0,18200,0.01,0.04,0.05,-0.03,-14933.765866688527
0,18300,0.01,0.04,0.05,-0.03,-14930.824265571306
0,18400,0.01,0.04,0.05,-0.03,-14927.865954734121
0,18500,0.01,0.04,0.05,-0.03,-14924.890955331623
0,18600,0.01,0.04,0.05,-0.03,-14921.899246219566
0,18700,0.01,0.04,0.05,-0.03,-14918.890762805675
0,18800,0.01,0.04,0.05,-0.03,-14915.865401629553
0,18900,0.01,0.04,0.05,-0.03,-14912.823028957378
0,19000,0.01,0.04,0.05,-0.03,-14909.763491533318
0,19100,0.01,0.04,0.05,-0.03,-14906.686627751908
0,19200,0.01,0.04,0.05,-0.03,-14903.592277857653
0,19300,0.01,0.04,0.05,-0.03,-14900.480292310456
0,19400,0.01,0.04,0.05,-0.03,-14897.350538203507
0,19500,0.01,0.04,0.05,-0.03,-14894.202904710219
0,19600,0.01,0.04,0.05,-0.03,-14891.037310261503
0,19700,0.01,0.04,0.05,-0.03,-14887.85371701267
0,19800,0.01,0.04,0.05,-0.03,-14884.652162812898
0,19900,0.01,0.04,0.05,-0.03,-14881.432827909954
0,20000,0.01,0.04,0.05,-0.03,-14878.196162910366
63,-20000,0.04,0.01,0.05,0.03,-11160.702226199097
63,-19900,0.04,0.01,0.05,0.03,-11163.938891198684
63,-19800,0.04,0.01,0.05,0.03,-11167.158226101628
63,-19700,0.04,0.01,0.05,0.03,-11170.359780301387
63,-19600,0.04,0.01,0.05,0.03,-11173.543373550223
63,-19500,0.04,0.01,0.05,0.03,-11176.70896799895
